Product ID,Positive,Negative,Neutral
B00345ZVH0,50.00%,0.00%,50.00%
B007Z8IHC8,0.00%,0.00%,100.00%
B004ASGJ5S,80.00%,0.00%,20.00%
B003I5XMLI,100.00%,0.00%,0.00%
B001E5DZTS,86.02%,7.53%,6.45%
B000E1BLS0,66.67%,16.67%,16.67%
B00579RB42,50.00%,0.00%,50.00%
B007J6KEPY,100.00%,0.00%,0.00%
B000G7VYWU,90.00%,0.00%,10.00%
B000E1BM16,100.00%,0.00%,0.00%
B004DOTIQ6,100.00%,0.00%,0.00%
B0050HZ3V4,100.00%,0.00%,0.00%
B0029XIU9E,100.00%,0.00%,0.00%
B005EKHZY0,100.00%,0.00%,0.00%
B003P7ZN70,85.71%,14.29%,0.00%
B00474H936,92.86%,7.14%,0.00%
B000HB9TLI,70.00%,20.00%,10.00%
B001A47SLE,60.00%,30.00%,10.00%
B0035E92TI,100.00%,0.00%,0.00%
B005ZS7L7M,0.00%,100.00%,0.00%
B000NY6PAC,100.00%,0.00%,0.00%
B00067ITNW,100.00%,0.00%,0.00%
B000ELWDRI,61.11%,33.33%,5.56%
B000JIJFOU,33.33%,66.67%,0.00%
B001GSOIY4,100.00%,0.00%,0.00%
B004B9EQKQ,100.00%,0.00%,0.00%
B000LKUU7W,100.00%,0.00%,0.00%
B004N5KTOK,100.00%,0.00%,0.00%
B000G17Y9I,100.00%,0.00%,0.00%
B0039OGMWE,100.00%,0.00%,0.00%
B00355HJ0Q,100.00%,0.00%,0.00%
B004AMLWO2,50.00%,50.00%,0.00%
B001AMISCE,0.00%,100.00%,0.00%
B000VZJJIS,100.00%,0.00%,0.00%
B004H37C98,100.00%,0.00%,0.00%
B000JMFCO8,100.00%,0.00%,0.00%
B003V0Q1VI,100.00%,0.00%,0.00%
B001LMPE2U,100.00%,0.00%,0.00%
B004Q7O92I,100.00%,0.00%,0.00%
B001L02AX8,100.00%,0.00%,0.00%
B000OP16W2,75.00%,25.00%,0.00%
B000E8PXTG,100.00%,0.00%,0.00%
B00126EQ8I,50.00%,0.00%,50.00%
B00285FFCS,75.00%,0.00%,25.00%
B00166D8TW,69.23%,19.23%,11.54%
B000143ZKM,100.00%,0.00%,0.00%
B000RHXIGO,100.00%,0.00%,0.00%
B004Q6J4GU,100.00%,0.00%,0.00%
B00032B7AM,100.00%,0.00%,0.00%
B002MADM56,100.00%,0.00%,0.00%
B002GFMHOE,66.67%,33.33%,0.00%
B002S2XR3U,100.00%,0.00%,0.00%
B004YTZXSM,100.00%,0.00%,0.00%
B004ECNU7K,0.00%,50.00%,50.00%
B001B44XZW,100.00%,0.00%,0.00%
B007TB1SB8,100.00%,0.00%,0.00%
B0007WLM8K,100.00%,0.00%,0.00%
B004WM0ZTS,93.55%,3.23%,3.23%
B001M09ATY,88.89%,11.11%,0.00%
B004TGWCBQ,100.00%,0.00%,0.00%
B004G8X0X6,100.00%,0.00%,0.00%
B004Q4C6P8,100.00%,0.00%,0.00%
B006O8AGOM,0.00%,100.00%,0.00%
B007WFQ4EM,100.00%,0.00%,0.00%
B004SISLQ0,76.92%,15.38%,7.69%
B0012KH06Y,50.00%,0.00%,50.00%
B000ZZVKDQ,100.00%,0.00%,0.00%
B004KAHKEU,60.00%,40.00%,0.00%
B001E6K67Q,75.00%,25.00%,0.00%
B001HTG8EU,100.00%,0.00%,0.00%
B001VGOQZM,100.00%,0.00%,0.00%
B003GYZBK6,100.00%,0.00%,0.00%
B00374MU8G,100.00%,0.00%,0.00%
B002PNGY28,75.00%,0.00%,25.00%
B0012KB4M0,72.73%,27.27%,0.00%
B000UCIZHS,0.00%,0.00%,100.00%
B003UKM564,0.00%,100.00%,0.00%
B000H25VR8,100.00%,0.00%,0.00%
B000NY6PPW,33.33%,66.67%,0.00%
B000QSORLO,100.00%,0.00%,0.00%
B001SAVOJW,100.00%,0.00%,0.00%
B002L2RIQO,80.00%,0.00%,20.00%
B0009WNQ8C,100.00%,0.00%,0.00%
B0045GCQJ8,100.00%,0.00%,0.00%
B0034UCHAY,100.00%,0.00%,0.00%
B007W0SK3A,100.00%,0.00%,0.00%
B004PISOCY,100.00%,0.00%,0.00%
B004ASDNXO,100.00%,0.00%,0.00%
B0000EIE2Z,100.00%,0.00%,0.00%
B005QKH18I,100.00%,0.00%,0.00%
B000YTEE36,100.00%,0.00%,0.00%
B004W7T9VI,100.00%,0.00%,0.00%
B0019GVYR2,71.43%,19.05%,9.52%
B002GWMA08,57.14%,21.43%,21.43%
B000A3TVBQ,0.00%,100.00%,0.00%
B001IZA8S0,75.00%,0.00%,25.00%
B001HTR4WA,66.67%,16.67%,16.67%
B007XJRB8U,100.00%,0.00%,0.00%
B000E1588O,70.00%,30.00%,0.00%
B001F9CRJC,100.00%,0.00%,0.00%
B000LKXJV6,50.00%,50.00%,0.00%
B002X4HNQU,0.00%,100.00%,0.00%
B000G7M4U6,100.00%,0.00%,0.00%
B000RY8Z88,100.00%,0.00%,0.00%
B0001GV57U,100.00%,0.00%,0.00%
B0032GRU16,100.00%,0.00%,0.00%
B001EX9LGQ,100.00%,0.00%,0.00%
B001E0SCFU,100.00%,0.00%,0.00%
B000FFILBA,100.00%,0.00%,0.00%
B002EPWH96,100.00%,0.00%,0.00%
B000LKZ84W,100.00%,0.00%,0.00%
B004MSNXSM,0.00%,0.00%,100.00%
B003ALJTNU,75.00%,25.00%,0.00%
B004T72GUC,100.00%,0.00%,0.00%
B000BXUVYG,48.00%,52.00%,0.00%
B001EO64ZQ,93.33%,6.67%,0.00%
B000E15DFM,85.71%,14.29%,0.00%
B0056GL0MA,0.00%,0.00%,100.00%
B0047OYR8G,100.00%,0.00%,0.00%
B004W1HBZU,0.00%,0.00%,100.00%
B000VK6NDC,80.95%,14.29%,4.76%
B003VXFK44,69.01%,17.80%,13.19%
B000LKZ84C,94.74%,0.00%,5.26%
B00469VTOW,100.00%,0.00%,0.00%
B004CHDH3O,100.00%,0.00%,0.00%
B003KSWEHG,100.00%,0.00%,0.00%
B004OLUCAE,66.67%,0.00%,33.33%
B0036GG73Y,0.00%,100.00%,0.00%
B005CM84XQ,0.00%,100.00%,0.00%
B000WS1AJA,100.00%,0.00%,0.00%
B008S5LR0G,100.00%,0.00%,0.00%
B000MGSJ5A,90.91%,9.09%,0.00%
B004X8TE66,100.00%,0.00%,0.00%
B00434FTDM,100.00%,0.00%,0.00%
B003G5CUOU,100.00%,0.00%,0.00%
B002RYVK24,0.00%,0.00%,100.00%
B002P59VSA,80.00%,0.00%,20.00%
B000M5PP8U,60.00%,20.00%,20.00%
B0000GJ7CQ,100.00%,0.00%,0.00%
B000ZILM3G,100.00%,0.00%,0.00%
B00512X6V2,100.00%,0.00%,0.00%
B001EO7JFU,85.71%,14.29%,0.00%
B0028621BU,0.00%,100.00%,0.00%
B003QRGDV4,100.00%,0.00%,0.00%
B001HTE3GK,0.00%,100.00%,0.00%
B00060PTLO,84.85%,9.09%,6.06%
B00465VT3M,100.00%,0.00%,0.00%
B003LUZ07O,100.00%,0.00%,0.00%
B002SRUYL8,0.00%,0.00%,100.00%
B0048IAKP0,100.00%,0.00%,0.00%
B003639FQ8,100.00%,0.00%,0.00%
B00125NM8Y,100.00%,0.00%,0.00%
B000UJ88LO,0.00%,0.00%,100.00%
B001QDD2IM,100.00%,0.00%,0.00%
B002HG6Z8Q,75.00%,0.00%,25.00%
B00180O980,100.00%,0.00%,0.00%
B001QW6LMW,100.00%,0.00%,0.00%
B001EQ5EQE,81.25%,12.50%,6.25%
B0092X7OGY,75.00%,25.00%,0.00%
B0054TWR9O,100.00%,0.00%,0.00%
B0043P126O,100.00%,0.00%,0.00%
B009D668KS,100.00%,0.00%,0.00%
B000S9K0IA,100.00%,0.00%,0.00%
B000PIQ1HS,0.00%,100.00%,0.00%
B004OVCWAW,33.33%,33.33%,33.33%
B000LLIVKO,100.00%,0.00%,0.00%
B002BUEN2S,50.00%,50.00%,0.00%
B0011ULFVG,50.00%,50.00%,0.00%
B004FZX2YC,50.00%,50.00%,0.00%
B001DGH03A,100.00%,0.00%,0.00%
B000JWEE74,100.00%,0.00%,0.00%
B001E1AKMM,100.00%,0.00%,0.00%
B009AVDFCK,66.67%,0.00%,33.33%
B002OKW5GQ,0.00%,100.00%,0.00%
B0060AOSGG,100.00%,0.00%,0.00%
B002UFVXPE,100.00%,0.00%,0.00%
B001EO76US,100.00%,0.00%,0.00%
B0007A0AP8,90.91%,7.27%,1.82%
B005CT9GMC,100.00%,0.00%,0.00%
B001QED11E,100.00%,0.00%,0.00%
B001AG9X6K,100.00%,0.00%,0.00%
B006N3IG4K,69.01%,17.80%,13.19%
B000HEA94Q,50.00%,50.00%,0.00%
B000ZPOXCQ,100.00%,0.00%,0.00%
B000N648QS,100.00%,0.00%,0.00%
B003ZJ4IUG,0.00%,100.00%,0.00%
B000UBDKII,82.69%,15.38%,1.92%
B0037QTLU4,66.67%,33.33%,0.00%
B0005XOJEA,100.00%,0.00%,0.00%
B0001M10OW,80.00%,20.00%,0.00%
B000NDOB2C,100.00%,0.00%,0.00%
B004BGDGFA,0.00%,100.00%,0.00%
B000N648QI,100.00%,0.00%,0.00%
B00005V3DC,100.00%,0.00%,0.00%
B003ZRZN7K,50.00%,0.00%,50.00%
B001FA1JN6,85.71%,14.29%,0.00%
B0088F94EC,100.00%,0.00%,0.00%
B006U9EW40,100.00%,0.00%,0.00%
B004T9YUVS,0.00%,100.00%,0.00%
B000JSQKNE,100.00%,0.00%,0.00%
B001EO67V2,66.67%,33.33%,0.00%
B0001VWGW8,100.00%,0.00%,0.00%
B0005XN6GM,100.00%,0.00%,0.00%
B001EQ5IPQ,78.57%,17.86%,3.57%
B005HH17J4,0.00%,100.00%,0.00%
B000V6FTT0,66.67%,0.00%,33.33%
B000TFKMSG,100.00%,0.00%,0.00%
B002C6DWP0,100.00%,0.00%,0.00%
B002PO09MS,56.52%,26.09%,17.39%
B004JHIBV0,62.50%,25.00%,12.50%
B000NCXRSM,78.57%,14.29%,7.14%
B000H22996,0.00%,100.00%,0.00%
B001COE2RU,75.00%,0.00%,25.00%
B004441NX6,100.00%,0.00%,0.00%
B001LXYA5Q,69.31%,24.75%,5.94%
B000KFXEYE,78.95%,11.84%,9.21%
B000UJG79Y,50.00%,50.00%,0.00%
B000GB0VAM,0.00%,100.00%,0.00%
B001EQ5CK2,78.57%,7.14%,14.29%
B003W07D1E,80.00%,20.00%,0.00%
B0007OVXLO,100.00%,0.00%,0.00%
B000VTOE3E,100.00%,0.00%,0.00%
B004JBB22G,75.00%,25.00%,0.00%
B001EQ5KRM,75.00%,25.00%,0.00%
B000LR4HYW,100.00%,0.00%,0.00%
B004NWA9OI,100.00%,0.00%,0.00%
B001EO7GXA,0.00%,100.00%,0.00%
B000KJRF40,80.00%,16.00%,4.00%
B001IZEGPQ,0.00%,0.00%,100.00%
B006ZNZH4K,100.00%,0.00%,0.00%
B001EO5RMM,100.00%,0.00%,0.00%
B0006PXT6G,100.00%,0.00%,0.00%
B0011CVG90,100.00%,0.00%,0.00%
B000CPSPPK,66.67%,0.00%,33.33%
B00961CUXO,100.00%,0.00%,0.00%
B000F47E00,100.00%,0.00%,0.00%
B00448RTKS,0.00%,66.67%,33.33%
B000LGE10S,100.00%,0.00%,0.00%
B001CGTN1I,89.19%,8.11%,2.70%
B0050IK99O,100.00%,0.00%,0.00%
B001PKUXRE,100.00%,0.00%,0.00%
B0032AM8H8,75.00%,0.00%,25.00%
B004NE2E9O,100.00%,0.00%,0.00%
B000P41A28,59.09%,40.91%,0.00%
B007DJ32XI,0.00%,100.00%,0.00%
B0048HWXA6,80.00%,10.00%,10.00%
B003BXOAW2,100.00%,0.00%,0.00%
B007TXUN3A,0.00%,0.00%,100.00%
B0029K5536,100.00%,0.00%,0.00%
B00478L8FC,100.00%,0.00%,0.00%
B0026HHXLY,100.00%,0.00%,0.00%
B002FJTZZU,50.00%,50.00%,0.00%
B001F2ATYY,100.00%,0.00%,0.00%
B001CGTN1S,50.00%,33.33%,16.67%
B000F4D4HW,66.67%,33.33%,0.00%
B0007ZLRUU,30.77%,38.46%,30.77%
B000GA32XG,100.00%,0.00%,0.00%
B001HTIES8,50.00%,50.00%,0.00%
B001FSISXC,66.67%,33.33%,0.00%
B003EML8PM,75.34%,19.18%,5.48%
B002AR2HVG,100.00%,0.00%,0.00%
B000FDCGYA,100.00%,0.00%,0.00%
B0025VRHLM,100.00%,0.00%,0.00%
B0001VWGWS,100.00%,0.00%,0.00%
B000V6FTTU,46.67%,20.00%,33.33%
B0006UE212,100.00%,0.00%,0.00%
B005GGV19C,60.00%,40.00%,0.00%
B0001VWGWI,100.00%,0.00%,0.00%
B0005XOT8Q,100.00%,0.00%,0.00%
B000R4FLG2,100.00%,0.00%,0.00%
B0001UZTJG,100.00%,0.00%,0.00%
B000LRKN1I,100.00%,0.00%,0.00%
B003LE6PL0,60.00%,40.00%,0.00%
B004O3EGHC,100.00%,0.00%,0.00%
B00720JZQQ,100.00%,0.00%,0.00%
B005HI55CS,90.48%,4.76%,4.76%
B006L22I56,0.00%,100.00%,0.00%
B0036FNN7S,50.00%,0.00%,50.00%
B000LKZL76,100.00%,0.00%,0.00%
B005LKCWU0,75.00%,25.00%,0.00%
B000B6MV8M,100.00%,0.00%,0.00%
B000PUTHCM,100.00%,0.00%,0.00%
B000S83R2M,76.92%,15.38%,7.69%
B0034CE9FI,100.00%,0.00%,0.00%
B0006JKCZ8,0.00%,100.00%,0.00%
B007S0JHM2,100.00%,0.00%,0.00%
B0001FQUFS,100.00%,0.00%,0.00%
B000KJF2R2,0.00%,0.00%,100.00%
B0016J7SYU,86.96%,4.35%,8.70%
B000LRH7HG,70.00%,10.00%,20.00%
B001P737PC,75.00%,16.67%,8.33%
B001VNHXL4,100.00%,0.00%,0.00%
B006WAK6QK,100.00%,0.00%,0.00%
B001BM6Q0Y,53.85%,38.46%,7.69%
B000LKXG8W,82.61%,17.39%,0.00%
B0000GJFOG,100.00%,0.00%,0.00%
B000F2OJLE,100.00%,0.00%,0.00%
B00437FLHS,100.00%,0.00%,0.00%
B0000DG6XV,100.00%,0.00%,0.00%
B004FDW4HU,66.67%,33.33%,0.00%
B000LL0ZEE,100.00%,0.00%,0.00%
B000FECGAS,100.00%,0.00%,0.00%
B000PSNJXC,100.00%,0.00%,0.00%
B000JMDHEA,50.00%,25.00%,25.00%
B0009JHVN6,100.00%,0.00%,0.00%
B003OB4B2U,60.00%,20.00%,20.00%
B0052BRWIU,75.00%,0.00%,25.00%
B0018CJMIA,100.00%,0.00%,0.00%
B0009K79UK,100.00%,0.00%,0.00%
B004ILTCSS,100.00%,0.00%,0.00%
B001EO6A00,80.00%,20.00%,0.00%
B0000YQ050,100.00%,0.00%,0.00%
B004FCGIJ6,100.00%,0.00%,0.00%
B000G1769G,85.71%,0.00%,14.29%
B0079YAR3U,0.00%,100.00%,0.00%
B0018CJMI0,100.00%,0.00%,0.00%
B004U8VU4S,100.00%,0.00%,0.00%
B002DHN956,88.89%,11.11%,0.00%
B001EPQ9Y6,0.00%,100.00%,0.00%
B0002IZCZS,100.00%,0.00%,0.00%
B004GU3YXU,88.89%,5.56%,5.56%
B001QV7OQ0,0.00%,0.00%,100.00%
B001BKNB04,75.00%,0.00%,25.00%
B006BXUX1Q,0.00%,0.00%,100.00%
B0041HVM9Q,100.00%,0.00%,0.00%
B001KVNDM0,100.00%,0.00%,0.00%
B005DVVAH8,100.00%,0.00%,0.00%
B0006L0UBC,50.00%,0.00%,50.00%
B000BQUUTO,50.00%,50.00%,0.00%
B000FABKWW,100.00%,0.00%,0.00%
B004AE1FGK,0.00%,0.00%,100.00%
B004G90KE2,0.00%,100.00%,0.00%
B00727IF06,100.00%,0.00%,0.00%
B0019LXINU,100.00%,0.00%,0.00%
B000J3K4ZE,100.00%,0.00%,0.00%
B00389Q4XW,41.82%,43.64%,14.55%
B000NMG99Q,100.00%,0.00%,0.00%
B000UCW7D6,100.00%,0.00%,0.00%
B001KUSJ7U,50.00%,50.00%,0.00%
B000LR4FA8,50.00%,0.00%,50.00%
B0075YGV9I,100.00%,0.00%,0.00%
B003OEVLYS,100.00%,0.00%,0.00%
B0029NVMXA,82.35%,5.88%,11.76%
B008VRDF42,100.00%,0.00%,0.00%
B0001FQUF8,100.00%,0.00%,0.00%
B001EQ5536,100.00%,0.00%,0.00%
B003UMZ1ZY,100.00%,0.00%,0.00%
B003QBCUR6,93.33%,6.67%,0.00%
B004M71GPU,50.00%,50.00%,0.00%
B001VIY9KW,85.71%,14.29%,0.00%
B001GM969M,83.33%,8.33%,8.33%
B001SAOL8S,100.00%,0.00%,0.00%
B001E4Q5WI,81.25%,18.75%,0.00%
B000XSJLWM,85.71%,14.29%,0.00%
B0034KP00S,82.26%,12.90%,4.84%
B004FRT992,66.67%,33.33%,0.00%
B0071H5WKS,100.00%,0.00%,0.00%
B00270Z6FA,0.00%,100.00%,0.00%
B0011UZCI8,100.00%,0.00%,0.00%
B000EM6PC6,87.50%,7.14%,5.36%
B004UZWHPC,100.00%,0.00%,0.00%
B002MXSKVE,100.00%,0.00%,0.00%
B0083WY8KU,100.00%,0.00%,0.00%
B000LT0TOW,100.00%,0.00%,0.00%
B001BIXK7K,96.77%,0.00%,3.23%
B00012UXEA,66.67%,0.00%,33.33%
B004N71J7O,100.00%,0.00%,0.00%
B001NJI7GQ,86.36%,11.36%,2.27%
B0022MH2QE,100.00%,0.00%,0.00%
B000BWUFEI,0.00%,0.00%,100.00%
B0000VYKXC,87.50%,12.50%,0.00%
B002RU3UNK,50.00%,50.00%,0.00%
B003SSBY60,0.00%,100.00%,0.00%
B003M8GSWQ,100.00%,0.00%,0.00%
B0009RWJRQ,100.00%,0.00%,0.00%
B000OV5NB6,100.00%,0.00%,0.00%
B001FSK3I0,87.50%,12.50%,0.00%
B004INIUQQ,100.00%,0.00%,0.00%
B002TSHYSW,76.74%,11.63%,11.63%
B000Y2OP0K,33.33%,66.67%,0.00%
B004XCG74Y,100.00%,0.00%,0.00%
B002G8HLM4,0.00%,100.00%,0.00%
B004BZU2LM,0.00%,0.00%,100.00%
B000IKEE9K,100.00%,0.00%,0.00%
B0057QMXRK,0.00%,0.00%,100.00%
B007IK5QZO,80.00%,0.00%,20.00%
B0013TKTB2,100.00%,0.00%,0.00%
B00213ERI0,87.65%,9.88%,2.47%
B001KVPC0G,81.82%,9.09%,9.09%
B000FNDPU4,0.00%,0.00%,100.00%
B0007ZKS00,54.55%,18.18%,27.27%
B000VZSO2U,100.00%,0.00%,0.00%
B0017128OM,57.14%,28.57%,14.29%
B001SAW31U,0.00%,0.00%,100.00%
B0056CSBO4,0.00%,100.00%,0.00%
B001AY8FUM,100.00%,0.00%,0.00%
B000E21Z7Q,72.00%,28.00%,0.00%
B006TJV1PY,100.00%,0.00%,0.00%
B003FD41UE,100.00%,0.00%,0.00%
B002K660K6,100.00%,0.00%,0.00%
B000N648OA,100.00%,0.00%,0.00%
B0029KJ5BE,0.00%,0.00%,100.00%
B007XF094W,100.00%,0.00%,0.00%
B0041QD39O,80.56%,5.56%,13.89%
B001I4H6H2,0.00%,100.00%,0.00%
B005HTRM2S,50.00%,50.00%,0.00%
B000N62EKK,85.71%,14.29%,0.00%
B001QPK116,100.00%,0.00%,0.00%
B004XRIXNC,100.00%,0.00%,0.00%
B003HI2ZFU,50.00%,50.00%,0.00%
B001FY0D8O,100.00%,0.00%,0.00%
B001EO7L8K,100.00%,0.00%,0.00%
B001KPK4XM,100.00%,0.00%,0.00%
B00199CE0U,100.00%,0.00%,0.00%
B008F8VFBC,100.00%,0.00%,0.00%
B004CPAPBS,100.00%,0.00%,0.00%
B000HWUPLK,100.00%,0.00%,0.00%
B0007MXSV4,100.00%,0.00%,0.00%
B00697TARC,0.00%,0.00%,100.00%
B002L3GKX0,100.00%,0.00%,0.00%
B004I5H8C6,100.00%,0.00%,0.00%
B001RRPJVA,75.00%,25.00%,0.00%
B006ZOUDNO,0.00%,100.00%,0.00%
B0002NVKWW,70.00%,30.00%,0.00%
B0038ACQO2,100.00%,0.00%,0.00%
B001PQMJD4,100.00%,0.00%,0.00%
B0026YDP6O,100.00%,0.00%,0.00%
B0043CA9RA,100.00%,0.00%,0.00%
B0040PYN86,83.33%,16.67%,0.00%
B00017WSKW,100.00%,0.00%,0.00%
B000WL167S,100.00%,0.00%,0.00%
B003FDFTEG,0.00%,100.00%,0.00%
B0040U9KS4,100.00%,0.00%,0.00%
B00081KYPW,0.00%,100.00%,0.00%
B00025691M,100.00%,0.00%,0.00%
B0002NVKWC,70.00%,30.00%,0.00%
B000QGGIYK,0.00%,100.00%,0.00%
B005GIF7N6,50.00%,50.00%,0.00%
B002KB9CQK,66.67%,0.00%,33.33%
B004AJIGDK,50.00%,50.00%,0.00%
B001IW05RM,100.00%,0.00%,0.00%
B002Y71D2Q,0.00%,0.00%,100.00%
B0001JXE6M,50.00%,50.00%,0.00%
B0001U4VK4,80.00%,20.00%,0.00%
B0015D43NQ,100.00%,0.00%,0.00%
B001EQ4G54,100.00%,0.00%,0.00%
B005C3IVN8,94.74%,0.00%,5.26%
B004BW45Q8,100.00%,0.00%,0.00%
B0050ACWBA,0.00%,0.00%,100.00%
B0013T717C,100.00%,0.00%,0.00%
B00015UC6G,71.43%,14.29%,14.29%
B000GZUA6I,100.00%,0.00%,0.00%
B004LKZVX6,100.00%,0.00%,0.00%
B001EQ5D6U,71.43%,10.71%,17.86%
B0002UM1AA,100.00%,0.00%,0.00%
B0013M342K,100.00%,0.00%,0.00%
B005HB4HGU,95.12%,0.00%,4.88%
B001EQ59GE,66.67%,33.33%,0.00%
B0031DJCJS,0.00%,0.00%,100.00%
B001HBI28S,0.00%,0.00%,100.00%
B003HUFLYA,100.00%,0.00%,0.00%
B0051IWQ26,100.00%,0.00%,0.00%
B0050ILFCO,0.00%,100.00%,0.00%
B0013TMSRK,100.00%,0.00%,0.00%
B002DD3NM4,0.00%,100.00%,0.00%
B0007MXSRS,100.00%,0.00%,0.00%
B001VJ3JI4,50.00%,50.00%,0.00%
B000LGE158,100.00%,0.00%,0.00%
B001EQ4JS8,100.00%,0.00%,0.00%
B0024NOZ16,100.00%,0.00%,0.00%
B006BAFIZK,100.00%,0.00%,0.00%
B001E3TUGC,50.00%,0.00%,50.00%
B002Q7ZYA6,0.00%,100.00%,0.00%
B0005YX2QA,100.00%,0.00%,0.00%
B0037B0A7M,100.00%,0.00%,0.00%
B0007XXPUM,100.00%,0.00%,0.00%
B004V0SPUM,100.00%,0.00%,0.00%
B003F1KL5K,100.00%,0.00%,0.00%
B0026WL14E,60.61%,33.33%,6.06%
B0019IPKFC,100.00%,0.00%,0.00%
B003292YLE,100.00%,0.00%,0.00%
B0032RPLSY,95.00%,3.33%,1.67%
B002LYSHSK,100.00%,0.00%,0.00%
B0086UI2II,100.00%,0.00%,0.00%
B0046XAL7E,66.67%,0.00%,33.33%
B005AZ3QEW,100.00%,0.00%,0.00%
B000J3GDNG,100.00%,0.00%,0.00%
B003AAND88,100.00%,0.00%,0.00%
B002U3IJ2Q,50.00%,50.00%,0.00%
B001LQR9GK,100.00%,0.00%,0.00%
B002UVO1BG,50.00%,0.00%,50.00%
B000OLM74W,100.00%,0.00%,0.00%
B000O3HWN6,50.00%,50.00%,0.00%
B00153SSZU,72.73%,27.27%,0.00%
B003WP05BY,85.71%,14.29%,0.00%
B001682OOA,100.00%,0.00%,0.00%
B004DOXI2Q,33.33%,66.67%,0.00%
B001EPPILQ,0.00%,100.00%,0.00%
B001E0QE4G,100.00%,0.00%,0.00%
B002ULC4F6,100.00%,0.00%,0.00%
B00176BEME,100.00%,0.00%,0.00%
B002KNY7RC,100.00%,0.00%,0.00%
B00099XLJE,85.71%,0.00%,14.29%
B0012KB4WU,80.00%,20.00%,0.00%
B001225KGO,100.00%,0.00%,0.00%
B004P4TL8E,82.00%,12.00%,6.00%
B000SSXTAM,90.00%,0.00%,10.00%
B001SB4VSC,100.00%,0.00%,0.00%
B001CD1VI4,71.15%,15.38%,13.46%
B001VIWUTE,77.78%,22.22%,0.00%
B001P1V2UK,50.00%,25.00%,25.00%
B000ETGBOQ,80.00%,10.00%,10.00%
B001THX20S,0.00%,100.00%,0.00%
B000SAFOLW,100.00%,0.00%,0.00%
B0000T15M8,100.00%,0.00%,0.00%
B005LURC3C,100.00%,0.00%,0.00%
B0026JSFUK,100.00%,0.00%,0.00%
B000NMDWSM,50.00%,25.00%,25.00%
B00783F14M,100.00%,0.00%,0.00%
B007XZ1SJW,0.00%,100.00%,0.00%
B004YMQ4KU,57.14%,42.86%,0.00%
B0002AUTN6,100.00%,0.00%,0.00%
B007GDTL90,100.00%,0.00%,0.00%
B003OP729U,33.33%,66.67%,0.00%
B004A6F0Z0,86.67%,13.33%,0.00%
B0081GVC98,100.00%,0.00%,0.00%
B0004M0GJ4,100.00%,0.00%,0.00%
B002L82VN8,60.00%,20.00%,20.00%
B003H7YHUW,58.33%,25.00%,16.67%
B001R5QS0S,50.00%,50.00%,0.00%
B0000DISV7,100.00%,0.00%,0.00%
B000PY89AO,100.00%,0.00%,0.00%
B007VAPXB8,100.00%,0.00%,0.00%
B0027Z8V4S,92.86%,0.00%,7.14%
B001EQ4LEA,80.00%,20.00%,0.00%
B0006HCFT6,100.00%,0.00%,0.00%
B007P60UXE,100.00%,0.00%,0.00%
B00141UC9I,63.86%,34.65%,1.49%
B0017U50KW,100.00%,0.00%,0.00%
B005QBFJGS,0.00%,100.00%,0.00%
B005D0EGSE,100.00%,0.00%,0.00%
B000YJTUZ8,100.00%,0.00%,0.00%
B001IW08AG,100.00%,0.00%,0.00%
B007N95IE4,100.00%,0.00%,0.00%
B0009XQSAY,75.00%,12.50%,12.50%
B0019LRWJQ,0.00%,100.00%,0.00%
B002RBTX80,100.00%,0.00%,0.00%
B0019SA1MY,62.50%,37.50%,0.00%
B00314ITOQ,100.00%,0.00%,0.00%
B000NNQVES,50.00%,50.00%,0.00%
B0019955UG,100.00%,0.00%,0.00%
B000LKX1F0,80.00%,20.00%,0.00%
B001EPQVDA,75.00%,25.00%,0.00%
B003O7AD9Y,50.00%,0.00%,50.00%
B000VZZS9M,100.00%,0.00%,0.00%
B001SAWUXG,100.00%,0.00%,0.00%
B0028A8ZEI,56.25%,12.50%,31.25%
B000LRFWTG,100.00%,0.00%,0.00%
B0015DXT4K,100.00%,0.00%,0.00%
B000FA9FCY,100.00%,0.00%,0.00%
B000F5429A,54.55%,27.27%,18.18%
B000DZH1A4,60.00%,20.00%,20.00%
B001FQ0VZM,100.00%,0.00%,0.00%
B002LO5SFA,100.00%,0.00%,0.00%
B005S283CW,100.00%,0.00%,0.00%
B000FBM3YK,86.67%,11.67%,1.67%
B0079YD36I,66.67%,33.33%,0.00%
B001EO5UW4,66.67%,33.33%,0.00%
B001UUVKUS,0.00%,0.00%,100.00%
B001EQ4VXG,100.00%,0.00%,0.00%
B0005YLOH4,100.00%,0.00%,0.00%
B0015G6QVK,42.86%,42.86%,14.29%
B0065CH0KU,100.00%,0.00%,0.00%
B008Z1EREG,100.00%,0.00%,0.00%
B0000DISV2,66.67%,33.33%,0.00%
B003U92X3A,100.00%,0.00%,0.00%
B0018LHYCM,83.33%,16.67%,0.00%
B000IKAL3S,100.00%,0.00%,0.00%
B007MI2RU4,100.00%,0.00%,0.00%
B000GUTMGW,100.00%,0.00%,0.00%
B002VVMAIQ,100.00%,0.00%,0.00%
B001BTYAFU,50.00%,0.00%,50.00%
B001AHJMWO,16.67%,50.00%,33.33%
B008EG59KS,84.62%,15.38%,0.00%
B001O2DE1U,75.00%,12.50%,12.50%
B005J7I8FS,100.00%,0.00%,0.00%
B000FEJ11U,66.67%,33.33%,0.00%
